Surveillance Network,Season,MMWR Year,MMWR Week,Age group,Sex,Race/Ethnicity,Site,Weekly Rate,Cumulative Rate,Week Ending Date
COVID-NET,2022-23,2023,11,50-64 years,Overall,Overall,Overall,4,160.6,2023-03-18T00:00:00.000
COVID-NET,2022-23,2023,12,50-64 years,Overall,Overall,Overall,3.9,164.5,2023-03-25T00:00:00.000
COVID-NET,2022-23,2023,13,50-64 years,Overall,Overall,Overall,3.3,167.8,2023-04-01T00:00:00.000
COVID-NET,2022-23,2023,14,50-64 years,Overall,Overall,Overall,2.9,170.7,2023-04-08T00:00:00.000
COVID-NET,2022-23,2023,15,50-64 years,Overall,Overall,Overall,3,173.6,2023-04-15T00:00:00.000
COVID-NET,2022-23,2023,16,50-64 years,Overall,Overall,Overall,2.4,176.1,2023-04-22T00:00:00.000
COVID-NET,2022-23,2023,17,50-64 years,Overall,Overall,Overall,2.1,178.1,2023-04-29T00:00:00.000
COVID-NET,2022-23,2023,18,50-64 years,Overall,Overall,Overall,1.9,180,2023-05-06T00:00:00.000
COVID-NET,2022-23,2023,19,50-64 years,Overall,Overall,Overall,1.7,181.7,2023-05-13T00:00:00.000
COVID-NET,2022-23,2023,20,50-64 years,Overall,Overall,Overall,1.4,183.1,2023-05-20T00:00:00.000
COVID-NET,2022-23,2023,21,50-64 years,Overall,Overall,Overall,1.6,184.7,2023-05-27T00:00:00.000
COVID-NET,2022-23,2023,22,50-64 years,Overall,Overall,Overall,1.5,186.2,2023-06-03T00:00:00.000
COVID-NET,2022-23,2023,23,50-64 years,Overall,Overall,Overall,1,187.3,2023-06-10T00:00:00.000
COVID-NET,2022-23,2023,24,50-64 years,Overall,Overall,Overall,1.1,188.3,2023-06-17T00:00:00.000
COVID-NET,2022-23,2023,25,50-64 years,Overall,Overall,Overall,1.1,189.4,2023-06-24T00:00:00.000
COVID-NET,2022-23,2023,26,50-64 years,Overall,Overall,Overall,1.3,190.8,2023-07-01T00:00:00.000
COVID-NET,2022-23,2023,27,50-64 years,Overall,Overall,Overall,1,191.8,2023-07-08T00:00:00.000
COVID-NET,2022-23,2023,28,50-64 years,Overall,Overall,Overall,1.3,193.1,2023-07-15T00:00:00.000
COVID-NET,2022-23,2023,29,50-64 years,Overall,Overall,Overall,1.3,194.4,2023-07-22T00:00:00.000
COVID-NET,2022-23,2023,30,50-64 years,Overall,Overall,Overall,1.9,196.3,2023-07-29T00:00:00.000
COVID-NET,2022-23,2023,31,50-64 years,Overall,Overall,Overall,1.9,198.2,2023-08-05T00:00:00.000
COVID-NET,2022-23,2023,32,50-64 years,Overall,Overall,Overall,2.4,200.6,2023-08-12T00:00:00.000
COVID-NET,2022-23,2023,33,50-64 years,Overall,Overall,Overall,2.4,203,2023-08-19T00:00:00.000
COVID-NET,2022-23,2023,34,50-64 years,Overall,Overall,Overall,3.4,206.4,2023-08-26T00:00:00.000
COVID-NET,2022-23,2023,35,50-64 years,Overall,Overall,Overall,3.1,209.5,2023-09-02T00:00:00.000
COVID-NET,2022-23,2023,36,50-64 years,Overall,Overall,Overall,3.3,212.8,2023-09-09T00:00:00.000
COVID-NET,2022-23,2023,37,50-64 years,Overall,Overall,Overall,3.7,216.5,2023-09-16T00:00:00.000
COVID-NET,2022-23,2023,38,50-64 years,Overall,Overall,Overall,4,220.5,2023-09-23T00:00:00.000
COVID-NET,2022-23,2023,39,50-64 years,Overall,Overall,Overall,3.8,224.3,2023-09-30T00:00:00.000
COVID-NET,2023-24,2023,40,50-64 years,Overall,Overall,Overall,3.4,3.4,2023-10-07T00:00:00.000
COVID-NET,2023-24,2023,41,50-64 years,Overall,Overall,Overall,3.1,6.5,2023-10-14T00:00:00.000
COVID-NET,2023-24,2023,42,50-64 years,Overall,Overall,Overall,3.2,9.8,2023-10-21T00:00:00.000
COVID-NET,2023-24,2023,43,50-64 years,Overall,Overall,Overall,3.4,13.2,2023-10-28T00:00:00.000
COVID-NET,2023-24,2023,44,50-64 years,Overall,Overall,Overall,3.1,16.3,2023-11-04T00:00:00.000
COVID-NET,2023-24,2023,45,50-64 years,Overall,Overall,Overall,3.9,20.2,2023-11-11T00:00:00.000
COVID-NET,2023-24,2023,46,50-64 years,Overall,Overall,Overall,4.1,24.3,2023-11-18T00:00:00.000
COVID-NET,2023-24,2023,47,50-64 years,Overall,Overall,Overall,3.9,28.2,2023-11-25T00:00:00.000
COVID-NET,2023-24,2023,48,50-64 years,Overall,Overall,Overall,4.8,33,2023-12-02T00:00:00.000
COVID-NET,2023-24,2023,49,50-64 years,Overall,Overall,Overall,5.2,38.2,2023-12-09T00:00:00.000
COVID-NET,2023-24,2023,50,50-64 years,Overall,Overall,Overall,4.9,43.1,2023-12-16T00:00:00.000
COVID-NET,2023-24,2023,51,50-64 years,Overall,Overall,Overall,4.2,47.3,2023-12-23T00:00:00.000
COVID-NET,2023-24,2023,52,50-64 years,Overall,Overall,Overall,2.5,49.8,2023-12-30T00:00:00.000
COVID-NET,2019-20,2020,10,65+ years,Overall,Overall,Overall,0.3,0.3,2020-03-07T00:00:00.000
COVID-NET,2019-20,2020,11,65+ years,Overall,Overall,Overall,1.7,2,2020-03-14T00:00:00.000
COVID-NET,2019-20,2020,12,65+ years,Overall,Overall,Overall,8.3,10.3,2020-03-21T00:00:00.000
COVID-NET,2019-20,2020,13,65+ years,Overall,Overall,Overall,21.4,31.7,2020-03-28T00:00:00.000
COVID-NET,2019-20,2020,14,65+ years,Overall,Overall,Overall,28.3,60,2020-04-04T00:00:00.000
COVID-NET,2019-20,2020,15,65+ years,Overall,Overall,Overall,29.3,89.3,2020-04-11T00:00:00.000
COVID-NET,2019-20,2020,16,65+ years,Overall,Overall,Overall,30.7,120,2020-04-18T00:00:00.000
COVID-NET,2019-20,2020,17,65+ years,Overall,Overall,Overall,30.2,150.2,2020-04-25T00:00:00.000
COVID-NET,2019-20,2020,18,65+ years,Overall,Overall,Overall,28.1,178.3,2020-05-02T00:00:00.000
COVID-NET,2019-20,2020,19,65+ years,Overall,Overall,Overall,23,201.4,2020-05-09T00:00:00.000
COVID-NET,2019-20,2020,20,65+ years,Overall,Overall,Overall,21.1,222.5,2020-05-16T00:00:00.000
COVID-NET,2019-20,2020,21,65+ years,Overall,Overall,Overall,19.4,241.9,2020-05-23T00:00:00.000
COVID-NET,2019-20,2020,22,65+ years,Overall,Overall,Overall,15.9,257.8,2020-05-30T00:00:00.000
COVID-NET,2019-20,2020,23,65+ years,Overall,Overall,Overall,12,269.8,2020-06-06T00:00:00.000
COVID-NET,2019-20,2020,24,65+ years,Overall,Overall,Overall,9.4,279.3,2020-06-13T00:00:00.000
COVID-NET,2019-20,2020,25,65+ years,Overall,Overall,Overall,8.7,288,2020-06-20T00:00:00.000
COVID-NET,2019-20,2020,26,65+ years,Overall,Overall,Overall,8.9,296.9,2020-06-27T00:00:00.000
COVID-NET,2019-20,2020,27,65+ years,Overall,Overall,Overall,13.2,310,2020-07-04T00:00:00.000
COVID-NET,2019-20,2020,28,65+ years,Overall,Overall,Overall,17.3,327.3,2020-07-11T00:00:00.000
COVID-NET,2019-20,2020,29,65+ years,Overall,Overall,Overall,18.6,345.9,2020-07-18T00:00:00.000
COVID-NET,2019-20,2020,30,65+ years,Overall,Overall,Overall,18.4,364.4,2020-07-25T00:00:00.000
COVID-NET,2019-20,2020,31,65+ years,Overall,Overall,Overall,16.8,381.2,2020-08-01T00:00:00.000
COVID-NET,2019-20,2020,32,65+ years,Overall,Overall,Overall,15.3,396.5,2020-08-08T00:00:00.000
COVID-NET,2019-20,2020,33,65+ years,Overall,Overall,Overall,13.7,410.1,2020-08-15T00:00:00.000
COVID-NET,2019-20,2020,34,65+ years,Overall,Overall,Overall,13.2,423.3,2020-08-22T00:00:00.000
COVID-NET,2019-20,2020,35,65+ years,Overall,Overall,Overall,10.9,434.2,2020-08-29T00:00:00.000
COVID-NET,2019-20,2020,36,65+ years,Overall,Overall,Overall,10.5,444.7,2020-09-05T00:00:00.000
COVID-NET,2019-20,2020,37,65+ years,Overall,Overall,Overall,10,454.6,2020-09-12T00:00:00.000
COVID-NET,2019-20,2020,38,65+ years,Overall,Overall,Overall,10.4,465,2020-09-19T00:00:00.000
COVID-NET,2019-20,2020,39,65+ years,Overall,Overall,Overall,11.5,476.5,2020-09-26T00:00:00.000
COVID-NET,2020-21,2020,40,65+ years,Overall,Overall,Overall,11.7,11.7,2020-10-03T00:00:00.000
COVID-NET,2020-21,2020,41,65+ years,Overall,Overall,Overall,15.8,27.6,2020-10-10T00:00:00.000
COVID-NET,2020-21,2020,42,65+ years,Overall,Overall,Overall,18.1,45.7,2020-10-17T00:00:00.000
COVID-NET,2020-21,2020,43,65+ years,Overall,Overall,Overall,21.6,67.3,2020-10-24T00:00:00.000
COVID-NET,2020-21,2020,44,65+ years,Overall,Overall,Overall,28,95.3,2020-10-31T00:00:00.000
COVID-NET,2020-21,2020,45,65+ years,Overall,Overall,Overall,36.4,131.7,2020-11-07T00:00:00.000
COVID-NET,2020-21,2020,46,65+ years,Overall,Overall,Overall,50.2,182,2020-11-14T00:00:00.000
COVID-NET,2020-21,2020,47,65+ years,Overall,Overall,Overall,60,242,2020-11-21T00:00:00.000
COVID-NET,2020-21,2020,48,65+ years,Overall,Overall,Overall,63,305,2020-11-28T00:00:00.000
COVID-NET,2020-21,2020,49,65+ years,Overall,Overall,Overall,66,371,2020-12-05T00:00:00.000
COVID-NET,2020-21,2020,50,65+ years,Overall,Overall,Overall,66.9,437.9,2020-12-12T00:00:00.000
COVID-NET,2020-21,2020,51,65+ years,Overall,Overall,Overall,66,503.9,2020-12-19T00:00:00.000
COVID-NET,2020-21,2020,52,65+ years,Overall,Overall,Overall,67.5,571.5,2020-12-26T00:00:00.000
COVID-NET,2020-21,2020,53,65+ years,Overall,Overall,Overall,68,639.5,2021-01-02T00:00:00.000
COVID-NET,2020-21,2021,1,65+ years,Overall,Overall,Overall,70.6,710.1,2021-01-09T00:00:00.000
COVID-NET,2020-21,2021,2,65+ years,Overall,Overall,Overall,61.2,771.3,2021-01-16T00:00:00.000
COVID-NET,2020-21,2021,3,65+ years,Overall,Overall,Overall,52.9,824.2,2021-01-23T00:00:00.000
COVID-NET,2020-21,2021,4,65+ years,Overall,Overall,Overall,43.2,867.3,2021-01-30T00:00:00.000
COVID-NET,2020-21,2021,5,65+ years,Overall,Overall,Overall,37.6,904.9,2021-02-06T00:00:00.000
COVID-NET,2020-21,2021,6,65+ years,Overall,Overall,Overall,26.3,931.3,2021-02-13T00:00:00.000
COVID-NET,2020-21,2021,7,65+ years,Overall,Overall,Overall,23.3,954.6,2021-02-20T00:00:00.000
COVID-NET,2020-21,2021,8,65+ years,Overall,Overall,Overall,19.8,974.4,2021-02-27T00:00:00.000
COVID-NET,2020-21,2021,9,65+ years,Overall,Overall,Overall,16.1,990.5,2021-03-06T00:00:00.000
COVID-NET,2020-21,2021,10,65+ years,Overall,Overall,Overall,16.5,1007,2021-03-13T00:00:00.000
COVID-NET,2020-21,2021,11,65+ years,Overall,Overall,Overall,16,1023,2021-03-20T00:00:00.000
COVID-NET,2020-21,2021,12,65+ years,Overall,Overall,Overall,19,1042,2021-03-27T00:00:00.000
COVID-NET,2020-21,2021,13,65+ years,Overall,Overall,Overall,18,1060,2021-04-03T00:00:00.000
COVID-NET,2020-21,2021,14,65+ years,Overall,Overall,Overall,19.6,1079.6,2021-04-10T00:00:00.000
COVID-NET,2020-21,2021,15,65+ years,Overall,Overall,Overall,20.1,1099.7,2021-04-17T00:00:00.000
COVID-NET,2020-21,2021,16,65+ years,Overall,Overall,Overall,18.6,1118.4,2021-04-24T00:00:00.000
COVID-NET,2020-21,2021,17,65+ years,Overall,Overall,Overall,15.6,1134,2021-05-01T00:00:00.000
COVID-NET,2020-21,2021,18,65+ years,Overall,Overall,Overall,14.4,1148.4,2021-05-08T00:00:00.000
COVID-NET,2020-21,2021,19,65+ years,Overall,Overall,Overall,10.5,1158.9,2021-05-15T00:00:00.000
COVID-NET,2020-21,2021,20,65+ years,Overall,Overall,Overall,10.1,1168.9,2021-05-22T00:00:00.000
COVID-NET,2020-21,2021,21,65+ years,Overall,Overall,Overall,7,1175.9,2021-05-29T00:00:00.000
COVID-NET,2020-21,2021,22,65+ years,Overall,Overall,Overall,5.4,1181.3,2021-06-05T00:00:00.000
COVID-NET,2020-21,2021,23,65+ years,Overall,Overall,Overall,4.4,1185.7,2021-06-12T00:00:00.000
COVID-NET,2020-21,2021,24,65+ years,Overall,Overall,Overall,3.7,1189.4,2021-06-19T00:00:00.000
COVID-NET,2020-21,2021,25,65+ years,Overall,Overall,Overall,3.4,1192.8,2021-06-26T00:00:00.000
COVID-NET,2020-21,2021,26,65+ years,Overall,Overall,Overall,2.9,1195.8,2021-07-03T00:00:00.000
COVID-NET,2020-21,2021,27,65+ years,Overall,Overall,Overall,4.1,1199.8,2021-07-10T00:00:00.000
COVID-NET,2020-21,2021,28,65+ years,Overall,Overall,Overall,5.9,1205.8,2021-07-17T00:00:00.000
COVID-NET,2020-21,2021,29,65+ years,Overall,Overall,Overall,7.7,1213.5,2021-07-24T00:00:00.000
COVID-NET,2020-21,2021,30,65+ years,Overall,Overall,Overall,12.6,1226.2,2021-07-31T00:00:00.000
COVID-NET,2020-21,2021,31,65+ years,Overall,Overall,Overall,16.7,1242.8,2021-08-07T00:00:00.000
COVID-NET,2020-21,2021,32,65+ years,Overall,Overall,Overall,21.4,1264.2,2021-08-14T00:00:00.000
COVID-NET,2020-21,2021,33,65+ years,Overall,Overall,Overall,25.4,1289.6,2021-08-21T00:00:00.000
COVID-NET,2020-21,2021,34,65+ years,Overall,Overall,Overall,27.9,1317.5,2021-08-28T00:00:00.000
COVID-NET,2020-21,2021,35,65+ years,Overall,Overall,Overall,28.5,1346.1,2021-09-04T00:00:00.000
COVID-NET,2020-21,2021,36,65+ years,Overall,Overall,Overall,26.9,1373,2021-09-11T00:00:00.000
COVID-NET,2020-21,2021,37,65+ years,Overall,Overall,Overall,25.4,1398.3,2021-09-18T00:00:00.000
COVID-NET,2020-21,2021,38,65+ years,Overall,Overall,Overall,24.3,1422.6,2021-09-25T00:00:00.000
COVID-NET,2020-21,2021,39,65+ years,Overall,Overall,Overall,23.5,1446.1,2021-10-02T00:00:00.000
COVID-NET,2021-22,2021,40,65+ years,Overall,Overall,Overall,24.1,24.1,2021-10-09T00:00:00.000
COVID-NET,2021-22,2021,41,65+ years,Overall,Overall,Overall,23,47.1,2021-10-16T00:00:00.000
COVID-NET,2021-22,2021,42,65+ years,Overall,Overall,Overall,21.7,68.7,2021-10-23T00:00:00.000
COVID-NET,2021-22,2021,43,65+ years,Overall,Overall,Overall,22,90.8,2021-10-30T00:00:00.000
COVID-NET,2021-22,2021,44,65+ years,Overall,Overall,Overall,22.3,113,2021-11-06T00:00:00.000
COVID-NET,2021-22,2021,45,65+ years,Overall,Overall,Overall,26.3,139.3,2021-11-13T00:00:00.000
COVID-NET,2021-22,2021,46,65+ years,Overall,Overall,Overall,27.8,167.1,2021-11-20T00:00:00.000
COVID-NET,2021-22,2021,47,65+ years,Overall,Overall,Overall,30.7,197.8,2021-11-27T00:00:00.000
COVID-NET,2021-22,2021,48,65+ years,Overall,Overall,Overall,34.1,231.9,2021-12-04T00:00:00.000
COVID-NET,2021-22,2021,49,65+ years,Overall,Overall,Overall,37.6,269.5,2021-12-11T00:00:00.000
COVID-NET,2021-22,2021,50,65+ years,Overall,Overall,Overall,35.2,304.7,2021-12-18T00:00:00.000
COVID-NET,2021-22,2021,51,65+ years,Overall,Overall,Overall,40.4,345.1,2021-12-25T00:00:00.000
COVID-NET,2021-22,2021,52,65+ years,Overall,Overall,Overall,70.7,415.8,2022-01-01T00:00:00.000
COVID-NET,2021-22,2022,1,65+ years,Overall,Overall,Overall,96.6,512.4,2022-01-08T00:00:00.000
COVID-NET,2021-22,2022,2,65+ years,Overall,Overall,Overall,97.9,610.3,2022-01-15T00:00:00.000
COVID-NET,2021-22,2022,3,65+ years,Overall,Overall,Overall,81.7,691.9,2022-01-22T00:00:00.000
COVID-NET,2021-22,2022,4,65+ years,Overall,Overall,Overall,65,756.9,2022-01-29T00:00:00.000
COVID-NET,2021-22,2022,5,65+ years,Overall,Overall,Overall,46.3,803.2,2022-02-05T00:00:00.000
COVID-NET,2021-22,2022,6,65+ years,Overall,Overall,Overall,34.2,837.4,2022-02-12T00:00:00.000
COVID-NET,2021-22,2022,7,65+ years,Overall,Overall,Overall,22.9,860.3,2022-02-19T00:00:00.000
COVID-NET,2021-22,2022,8,65+ years,Overall,Overall,Overall,18,878.3,2022-02-26T00:00:00.000
COVID-NET,2021-22,2022,9,65+ years,Overall,Overall,Overall,13.4,891.8,2022-03-05T00:00:00.000
COVID-NET,2021-22,2022,10,65+ years,Overall,Overall,Overall,10.1,901.9,2022-03-12T00:00:00.000
COVID-NET,2021-22,2022,11,65+ years,Overall,Overall,Overall,8.5,910.4,2022-03-19T00:00:00.000
COVID-NET,2021-22,2022,12,65+ years,Overall,Overall,Overall,7.2,917.6,2022-03-26T00:00:00.000
COVID-NET,2021-22,2022,13,65+ years,Overall,Overall,Overall,6.5,924.1,2022-04-02T00:00:00.000
COVID-NET,2021-22,2022,14,65+ years,Overall,Overall,Overall,8.9,933,2022-04-09T00:00:00.000
COVID-NET,2021-22,2022,15,65+ years,Overall,Overall,Overall,11,944,2022-04-16T00:00:00.000
COVID-NET,2021-22,2022,16,65+ years,Overall,Overall,Overall,14.2,958.2,2022-04-23T00:00:00.000
COVID-NET,2021-22,2022,17,65+ years,Overall,Overall,Overall,16.8,975,2022-04-30T00:00:00.000
COVID-NET,2021-22,2022,18,65+ years,Overall,Overall,Overall,22.2,997.2,2022-05-07T00:00:00.000
COVID-NET,2021-22,2022,19,65+ years,Overall,Overall,Overall,25.8,1023,2022-05-14T00:00:00.000
COVID-NET,2021-22,2022,20,65+ years,Overall,Overall,Overall,26.7,1049.8,2022-05-21T00:00:00.000
COVID-NET,2021-22,2022,21,65+ years,Overall,Overall,Overall,26.5,1081,2022-05-28T00:00:00.000
COVID-NET,2021-22,2022,22,65+ years,Overall,Overall,Overall,27.2,1108.2,2022-06-04T00:00:00.000
COVID-NET,2021-22,2022,23,65+ years,Overall,Overall,Overall,26.8,1135,2022-06-11T00:00:00.000
COVID-NET,2021-22,2022,24,65+ years,Overall,Overall,Overall,26,1161,2022-06-18T00:00:00.000
COVID-NET,2021-22,2022,25,65+ years,Overall,Overall,Overall,29.9,1190.8,2022-06-25T00:00:00.000
COVID-NET,2021-22,2022,26,65+ years,Overall,Overall,Overall,29,1219.8,2022-07-02T00:00:00.000
COVID-NET,2021-22,2022,27,65+ years,Overall,Overall,Overall,31.5,1251.2,2022-07-09T00:00:00.000
COVID-NET,2021-22,2022,28,65+ years,Overall,Overall,Overall,32.2,1283.5,2022-07-16T00:00:00.000
COVID-NET,2021-22,2022,29,65+ years,Overall,Overall,Overall,33.6,1317.1,2022-07-23T00:00:00.000
COVID-NET,2021-22,2022,30,65+ years,Overall,Overall,Overall,33.8,1350.9,2022-07-30T00:00:00.000
COVID-NET,2021-22,2022,31,65+ years,Overall,Overall,Overall,34.4,1385.3,2022-08-06T00:00:00.000
COVID-NET,2021-22,2022,32,65+ years,Overall,Overall,Overall,32,1417.3,2022-08-13T00:00:00.000
COVID-NET,2021-22,2022,33,65+ years,Overall,Overall,Overall,29.9,1447.2,2022-08-20T00:00:00.000
COVID-NET,2021-22,2022,34,65+ years,Overall,Overall,Overall,29.5,1476.7,2022-08-27T00:00:00.000
COVID-NET,2021-22,2022,35,65+ years,Overall,Overall,Overall,26.7,1503.4,2022-09-03T00:00:00.000
COVID-NET,2021-22,2022,36,65+ years,Overall,Overall,Overall,26,1529.4,2022-09-10T00:00:00.000
COVID-NET,2021-22,2022,37,65+ years,Overall,Overall,Overall,23.7,1553.2,2022-09-17T00:00:00.000
COVID-NET,2021-22,2022,38,65+ years,Overall,Overall,Overall,24.2,1577.3,2022-09-24T00:00:00.000
COVID-NET,2021-22,2022,39,65+ years,Overall,Overall,Overall,22.3,1599.6,2022-10-01T00:00:00.000
COVID-NET,2022-23,2022,40,65+ years,Overall,Overall,Overall,23.8,23.8,2022-10-08T00:00:00.000
COVID-NET,2022-23,2022,41,65+ years,Overall,Overall,Overall,24.7,48.5,2022-10-15T00:00:00.000
COVID-NET,2022-23,2022,42,65+ years,Overall,Overall,Overall,24.5,73,2022-10-22T00:00:00.000
COVID-NET,2022-23,2022,43,65+ years,Overall,Overall,Overall,24.8,97.8,2022-10-29T00:00:00.000
COVID-NET,2022-23,2022,44,65+ years,Overall,Overall,Overall,26.5,124.3,2022-11-05T00:00:00.000
COVID-NET,2022-23,2022,45,65+ years,Overall,Overall,Overall,26.5,150.7,2022-11-12T00:00:00.000
COVID-NET,2022-23,2022,46,65+ years,Overall,Overall,Overall,27.6,178.4,2022-11-19T00:00:00.000
COVID-NET,2022-23,2022,47,65+ years,Overall,Overall,Overall,30.1,208.5,2022-11-26T00:00:00.000
COVID-NET,2022-23,2022,48,65+ years,Overall,Overall,Overall,36.4,244.9,2022-12-03T00:00:00.000
COVID-NET,2022-23,2022,49,65+ years,Overall,Overall,Overall,36,280.9,2022-12-10T00:00:00.000
COVID-NET,2022-23,2022,50,65+ years,Overall,Overall,Overall,36.9,317.8,2022-12-17T00:00:00.000
COVID-NET,2022-23,2022,51,65+ years,Overall,Overall,Overall,38.3,356.1,2022-12-24T00:00:00.000
COVID-NET,2022-23,2022,52,65+ years,Overall,Overall,Overall,43.3,399.4,2022-12-31T00:00:00.000
COVID-NET,2022-23,2023,1,65+ years,Overall,Overall,Overall,40.4,439.8,2023-01-07T00:00:00.000
COVID-NET,2022-23,2023,2,65+ years,Overall,Overall,Overall,30.8,470.6,2023-01-14T00:00:00.000
COVID-NET,2022-23,2023,3,65+ years,Overall,Overall,Overall,26,496.6,2023-01-21T00:00:00.000
COVID-NET,2022-23,2023,4,65+ years,Overall,Overall,Overall,25.2,521.8,2023-01-28T00:00:00.000
COVID-NET,2022-23,2023,5,65+ years,Overall,Overall,Overall,22.7,544.5,2023-02-04T00:00:00.000
COVID-NET,2022-23,2023,6,65+ years,Overall,Overall,Overall,24.7,569.3,2023-02-11T00:00:00.000
COVID-NET,2022-23,2023,7,65+ years,Overall,Overall,Overall,24.3,593.5,2023-02-18T00:00:00.000
COVID-NET,2022-23,2023,8,65+ years,Overall,Overall,Overall,22.8,616.3,2023-02-25T00:00:00.000
COVID-NET,2022-23,2023,9,65+ years,Overall,Overall,Overall,21.2,637.6,2023-03-04T00:00:00.000
COVID-NET,2022-23,2023,10,65+ years,Overall,Overall,Overall,19.3,656.9,2023-03-11T00:00:00.000
COVID-NET,2022-23,2023,11,65+ years,Overall,Overall,Overall,17.1,674,2023-03-18T00:00:00.000
COVID-NET,2022-23,2023,12,65+ years,Overall,Overall,Overall,17.2,691.2,2023-03-25T00:00:00.000
COVID-NET,2022-23,2023,13,65+ years,Overall,Overall,Overall,14.9,706,2023-04-01T00:00:00.000
COVID-NET,2022-23,2023,14,65+ years,Overall,Overall,Overall,13.1,719.1,2023-04-08T00:00:00.000
COVID-NET,2022-23,2023,15,65+ years,Overall,Overall,Overall,13,732.1,2023-04-15T00:00:00.000
COVID-NET,2022-23,2023,16,65+ years,Overall,Overall,Overall,12.2,744.3,2023-04-22T00:00:00.000
COVID-NET,2022-23,2023,17,65+ years,Overall,Overall,Overall,10.4,754.7,2023-04-29T00:00:00.000
COVID-NET,2022-23,2023,18,65+ years,Overall,Overall,Overall,9.6,764.3,2023-05-06T00:00:00.000
COVID-NET,2022-23,2023,19,65+ years,Overall,Overall,Overall,9.1,773.4,2023-05-13T00:00:00.000
COVID-NET,2022-23,2023,20,65+ years,Overall,Overall,Overall,8.7,782.1,2023-05-20T00:00:00.000
COVID-NET,2022-23,2023,21,65+ years,Overall,Overall,Overall,7.9,790,2023-05-27T00:00:00.000
COVID-NET,2022-23,2023,22,65+ years,Overall,Overall,Overall,6.3,796.3,2023-06-03T00:00:00.000
COVID-NET,2022-23,2023,23,65+ years,Overall,Overall,Overall,5.8,802.1,2023-06-10T00:00:00.000
COVID-NET,2022-23,2023,24,65+ years,Overall,Overall,Overall,6.1,808.3,2023-06-17T00:00:00.000
COVID-NET,2022-23,2023,25,65+ years,Overall,Overall,Overall,5.6,813.9,2023-06-24T00:00:00.000
COVID-NET,2022-23,2023,26,65+ years,Overall,Overall,Overall,5.8,819.6,2023-07-01T00:00:00.000
COVID-NET,2022-23,2023,27,65+ years,Overall,Overall,Overall,5.6,825.3,2023-07-08T00:00:00.000
COVID-NET,2022-23,2023,28,65+ years,Overall,Overall,Overall,6.5,831.7,2023-07-15T00:00:00.000
COVID-NET,2022-23,2023,29,65+ years,Overall,Overall,Overall,7,838.7,2023-07-22T00:00:00.000
COVID-NET,2022-23,2023,30,65+ years,Overall,Overall,Overall,9.6,848.3,2023-07-29T00:00:00.000
COVID-NET,2022-23,2023,31,65+ years,Overall,Overall,Overall,10.2,858.5,2023-08-05T00:00:00.000
COVID-NET,2022-23,2023,32,65+ years,Overall,Overall,Overall,11.1,869.6,2023-08-12T00:00:00.000
COVID-NET,2022-23,2023,33,65+ years,Overall,Overall,Overall,13.7,883.3,2023-08-19T00:00:00.000
COVID-NET,2022-23,2023,34,65+ years,Overall,Overall,Overall,16,899.3,2023-08-26T00:00:00.000
COVID-NET,2022-23,2023,35,65+ years,Overall,Overall,Overall,16.9,916.2,2023-09-02T00:00:00.000
COVID-NET,2022-23,2023,36,65+ years,Overall,Overall,Overall,17.5,933.6,2023-09-09T00:00:00.000
COVID-NET,2022-23,2023,37,65+ years,Overall,Overall,Overall,18.3,951.9,2023-09-16T00:00:00.000
COVID-NET,2022-23,2023,38,65+ years,Overall,Overall,Overall,19.2,971.1,2023-09-23T00:00:00.000
COVID-NET,2022-23,2023,39,65+ years,Overall,Overall,Overall,20.1,991.2,2023-09-30T00:00:00.000
COVID-NET,2023-24,2023,40,65+ years,Overall,Overall,Overall,19.1,19.1,2023-10-07T00:00:00.000
COVID-NET,2023-24,2023,41,65+ years,Overall,Overall,Overall,17.9,37.1,2023-10-14T00:00:00.000
COVID-NET,2023-24,2023,42,65+ years,Overall,Overall,Overall,17.9,55,2023-10-21T00:00:00.000
COVID-NET,2023-24,2023,43,65+ years,Overall,Overall,Overall,17.7,72.7,2023-10-28T00:00:00.000
COVID-NET,2023-24,2023,44,65+ years,Overall,Overall,Overall,16.9,89.6,2023-11-04T00:00:00.000
COVID-NET,2023-24,2023,45,65+ years,Overall,Overall,Overall,19.3,108.9,2023-11-11T00:00:00.000
COVID-NET,2023-24,2023,46,65+ years,Overall,Overall,Overall,18.6,127.5,2023-11-18T00:00:00.000
COVID-NET,2023-24,2023,47,65+ years,Overall,Overall,Overall,20.4,147.9,2023-11-25T00:00:00.000
COVID-NET,2023-24,2023,48,65+ years,Overall,Overall,Overall,25.1,173,2023-12-02T00:00:00.000
COVID-NET,2023-24,2023,49,65+ years,Overall,Overall,Overall,23.8,196.8,2023-12-09T00:00:00.000
COVID-NET,2023-24,2023,50,65+ years,Overall,Overall,Overall,23.6,220.4,2023-12-16T00:00:00.000
COVID-NET,2023-24,2023,51,65+ years,Overall,Overall,Overall,23.2,243.6,2023-12-23T00:00:00.000
COVID-NET,2023-24,2023,52,65+ years,Overall,Overall,Overall,13.9,257.5,2023-12-30T00:00:00.000
COVID-NET,2019-20,2020,10,0-17 years (Children),Overall,Overall,Overall,0,0,2020-03-07T00:00:00.000
COVID-NET,2019-20,2020,11,0-17 years (Children),Overall,Overall,Overall,0,0,2020-03-14T00:00:00.000
COVID-NET,2019-20,2020,12,0-17 years (Children),Overall,Overall,Overall,0,0,2020-03-21T00:00:00.000
